"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prokka_AMPS04__gff","Prokka_AMPS05__gff","Prokka_AMPS17__gff","Prokka_AMPS22__gff","Prokka_AMPS23__gff","Prokka_AMPS34__gff"
"ligD_7","","Multifunctional non-homologous end joining protein LigD","1","1","1","1","6401","1857","18","","1040","1040","1040","","","GAOMCEMF_04922","","",""
"group_9113","","hypothetical protein","1","1","1","1","6402","1857","19","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","398","398","398","","","GAOMCEMF_04923","","",""
"socA","","Antitoxin SocA","1","1","1","1","6403","1857","20","","452","452","452","","","GAOMCEMF_04924","","",""
"group_9115","","hypothetical protein","1","1","1","1","6404","1857","21","","725","725","725","","","GAOMCEMF_04925","","",""
"group_9116","","hypothetical protein","1","1","1","1","6405","1857","22","","521","521","521","","","GAOMCEMF_04926","","",""
"group_9117","","hypothetical protein","1","1","1","1","6406","1857","6","","254","254","254","","","GAOMCEMF_04927","","",""
"group_9118","","hypothetical protein","1","1","1","1","6407","1857","5","","251","251","251","","","GAOMCEMF_04928","","",""
"group_9119","","hypothetical protein","1","1","1","1","6408","1857","4","","509","509","509","","","GAOMCEMF_04929","","",""
"group_9120","","hypothetical protein","1","1","1","1","6409","1857","3","","545","545","545","","","GAOMCEMF_04930","","",""
"group_9121","","hypothetical protein","1","1","1","1","6410","1857","2","","233","233","233","","","GAOMCEMF_04931","","",""
"group_9122","","hypothetical protein","1","1","1","1","6411","1857","1","","476","476","476","","","GAOMCEMF_04932","","",""
"group_9123","","hypothetical protein","1","1","1","1","5800","287","1","","353","353","353","","","GAOMCEMF_05087","","",""
"group_9124","","hypothetical protein","1","1","1","1","5821","1933","1","","227","227","227","","","GAOMCEMF_05203","","",""
"group_9125","","hypothetical protein","1","1","1","1","5827","1876","2","","113","113","113","","","GAOMCEMF_05212","","",""
"group_9126","","hypothetical protein","1","1","1","1","6075","1876","1","","287","287","287","","","GAOMCEMF_05213","","",""
"recD","","RecBCD enzyme subunit RecD","1","1","1","1","6041","430","1","","5990","5990","5990","","","GAOMCEMF_05242","","",""
"groS5_3","","10 kDa chaperonin 5","1","1","1","1","5844","213","2","","317","317","317","","","GAOMCEMF_05291","","",""
"group_9131","","hypothetical protein","1","1","1","1","5858","62","2","","839","839","839","","","GAOMCEMF_05346","","",""
"group_9132","czcD","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","1","1","1","1","5899","137","2","","1028","1028","1028","","","GAOMCEMF_05358","","",""
"group_9133","gph_5","Phosphoglycolate phosphatase","1","1","1","1","5876","1897","1","","722","722","722","","","GAOMCEMF_05370","","",""
"group_9135","","hypothetical protein","1","1","1","1","1832","6","5","","497","497","497","","","GAOMCEMF_05483","","",""
"group_9138","","hypothetical protein","1","1","1","1","1759","95","11","","92","92","92","","","GAOMCEMF_05518","","",""
"group_9140","fabG_23","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","1737","61","8","","704","704","704","","","GAOMCEMF_05541","","",""
"group_9141","pdxH_1","Pyridoxine/pyridoxamine 5'-phosphate oxidase","1","1","1","1","1736","61","9","","557","557","557","","","GAOMCEMF_05542","","",""
"group_9142","","hypothetical protein","1","1","1","1","11430","15","5","","239","239","239","","","GAOMCEMF_05561","","",""
"group_9143","","hypothetical protein","1","1","1","1","8695","147","3","","107","107","107","","","GAOMCEMF_05614","","",""
"group_9144","","hypothetical protein","1","1","1","1","9044","53","13","","608","608","608","","","GAOMCEMF_05623","","",""
"group_9145","","hypothetical protein","1","1","1","1","11270","1928","1","","566","566","566","","","GAOMCEMF_05628","","",""
"group_9146","","hypothetical protein","1","1","1","1","11256","4","29","","206","206","206","","","GAOMCEMF_05637","","",""
"group_9147","","hypothetical protein","1","1","1","1","11236","4","34","","308","308","308","","","GAOMCEMF_05641","","",""
"group_9148","","hypothetical protein","1","1","1","1","11235","4","35","","404","404","404","","","GAOMCEMF_05642","","",""
"group_9149","","hypothetical protein","1","1","1","1","11234","4","36","","749","749","749","","","GAOMCEMF_05643","","",""
"group_9150","","hypothetical protein","1","1","1","1","11233","4","37","","122","122","122","","","GAOMCEMF_05644","","",""
"group_9151","gloB_4","Hydroxyacylglutathione hydrolase","1","1","1","1","11232","4","38","","908","908","908","","","GAOMCEMF_05646","","",""
"group_9152","","hypothetical protein","1","1","1","1","11231","4","39","","458","458","458","","","GAOMCEMF_05647","","",""
"group_9153","","hypothetical protein","1","1","1","1","11230","4","40","","1718","1718","1718","","","GAOMCEMF_05648","","",""
"group_9155","","hypothetical protein","1","1","1","1","9068","223","2","","554","554","554","","","GAOMCEMF_05653","","",""
"group_9156","","hypothetical protein","1","1","1","1","9172","1921","1","","365","365","365","","","GAOMCEMF_05664","","",""
"group_9157","","hypothetical protein","1","1","1","1","9077","222","3","","329","329","329","","","GAOMCEMF_05667","","",""
"group_9158","tetR","Tetracycline repressor protein class A from transposon 1721","1","1","1","1","9087","1892","1","","698","698","698","","","GAOMCEMF_05692","","",""
"group_9159","","hypothetical protein","1","1","1","1","9125","1954","1","","863","863","863","","","GAOMCEMF_05701","","",""
"group_9160","","hypothetical protein","1","1","1","1","10722","1934","1","","209","209","209","","","GAOMCEMF_05770","","",""
"group_9161","","hypothetical protein","1","1","1","1","10707","1948","1","","452","452","452","","","GAOMCEMF_05841","","",""
"group_9162","","hypothetical protein","1","1","1","1","10705","220","1","","257","257","257","","","GAOMCEMF_05848","","",""
"group_9163","","hypothetical protein","1","1","1","1","10879","229","1","","116","116","116","","","GAOMCEMF_05850","","",""
"group_9164","","hypothetical protein","1","1","1","1","10905","1927","1","","242","242","242","","","GAOMCEMF_05873","","",""
"group_9165","","hypothetical protein","1","1","1","1","10699","2","334","","797","797","797","","","GAOMCEMF_05899","","",""
"group_9166","","hypothetical protein","1","1","1","1","10139","2","336","","239","239","239","","","GAOMCEMF_05901","","",""
"group_9167","","hypothetical protein","1","1","1","1","10564","2","284","","1514","1514","1514","","","GAOMCEMF_05909","","",""
"group_9168","bacC_7","Dihydroanticapsin 7-dehydrogenase","1","1","1","1","10545","2","259","","812","812","812","","","GAOMCEMF_05923","","",""
"group_9170","","hypothetical protein","1","1","1","1","10239","1899","1","","158","158","158","","","GAOMCEMF_05951","","",""
"group_9172","","hypothetical protein","1","1","1","1","10173","304","3","","563","563","563","","","GAOMCEMF_06103","","",""
"group_9173","","hypothetical protein","1","1","1","1","10174","304","2","","296","296","296","","","GAOMCEMF_06104","","",""
"group_9174","","hypothetical protein","1","1","1","1","10176","954","1","","260","260","260","","","GAOMCEMF_06107","","",""
"caiD","","Carnitinyl-CoA dehydratase","1","1","1","1","10170","248","2","","791","791","791","","","GAOMCEMF_06111","","",""
"group_9176","","hypothetical protein","1","1","1","1","10168","236","1","","404","404","404","","","GAOMCEMF_06120","","",""
"group_9178","tam_6","Trans-aconitate 2-methyltransferase","1","1","1","1","10159","1898","1","","932","932","932","","","GAOMCEMF_06142","","",""
"group_9179","","hypothetical protein","1","1","1","1","10528","2","290","","671","671","671","","","GAOMCEMF_06182","","",""
"group_9180","","hypothetical protein","1","1","1","1","10529","2","291","","920","920","920","","","GAOMCEMF_06183","","",""
"group_9181","","hypothetical protein","1","1","1","1","10530","2","292","","542","542","542","","","GAOMCEMF_06184","","",""
"group_9182","","hypothetical protein","1","1","1","1","10531","2","293","","299","299","299","","","GAOMCEMF_06185","","",""
"group_9183","","hypothetical protein","1","1","1","1","10532","2","294","","386","386","386","","","GAOMCEMF_06186","","",""
"group_9184","","hypothetical protein","1","1","1","1","10533","2","295","","878","878","878","","","GAOMCEMF_06187","","",""
"group_9185","","hypothetical protein","1","1","1","1","10534","2","296","","353","353","353","","","GAOMCEMF_06188","","",""
"group_9186","","hypothetical protein","1","1","1","1","10535","2","297","","917","917","917","","","GAOMCEMF_06189","","",""
"group_9187","","hypothetical protein","1","1","1","1","10536","2","298","","1220","1220","1220","","","GAOMCEMF_06190","","",""
"group_9188","","hypothetical protein","1","1","1","1","10537","2","299","","425","425","425","","","GAOMCEMF_06191","","",""
"group_9189","","hypothetical protein","1","1","1","1","10538","2","300","","320","320","320","","","GAOMCEMF_06192","","",""
"group_9190","","hypothetical protein","1","1","1","1","10539","2","301","","449","449","449","","","GAOMCEMF_06193","","",""
"group_9191","","hypothetical protein","1","1","1","1","10540","2","302","","608","608","608","","","GAOMCEMF_06194","","",""
"group_9192","","hypothetical protein","1","1","1","1","10541","2","303","","527","527","527","","","GAOMCEMF_06195","","",""
"group_9193","","hypothetical protein","1","1","1","1","10542","2","304","","383","383","383","","","GAOMCEMF_06196","","",""
"group_9194","","hypothetical protein","1","1","1","1","10543","2","305","","236","236","236","","","GAOMCEMF_06197","","",""
"group_9195","","hypothetical protein","1","1","1","1","10148","2","331","","656","656","656","","","GAOMCEMF_06199","","",""
"group_9196","","hypothetical protein","1","1","1","1","10147","2","330","","344","344","344","","","GAOMCEMF_06200","","",""
"group_9197","","hypothetical protein","1","1","1","1","10146","2","329","","194","194","194","","","GAOMCEMF_06201","","",""
"group_9198","","hypothetical protein","1","1","1","1","10145","2","328","","290","290","290","","","GAOMCEMF_06202","","",""
"group_9199","","hypothetical protein","1","1","1","1","10144","2","327","","323","323","323","","","GAOMCEMF_06203","","",""
"group_92","","hypothetical protein","1","1","1","1","11491","1","3334","","869","869","869","","","","","LGNEOHGC_06892",""
"group_9200","","hypothetical protein","1","1","1","1","10143","2","326","","278","278","278","","","GAOMCEMF_06204","","",""
"group_9201","","hypothetical protein","1","1","1","1","10142","2","325","","836","836","836","","","GAOMCEMF_06205","","",""
"group_9202","","hypothetical protein","1","1","1","1","10141","2","324","","188","188","188","","","GAOMCEMF_06206","","",""
"group_9203","","hypothetical protein","1","1","1","1","10140","2","323","","293","293","293","","","GAOMCEMF_06207","","",""
"group_9204","","hypothetical protein","1","1","1","1","12734","2","322","","221","221","221","","","GAOMCEMF_06208","","",""
"group_9205","","hypothetical protein","1","1","1","1","12735","2","321","","215","215","215","","","GAOMCEMF_06209","","",""
"group_9206","","hypothetical protein","1","1","1","1","12736","2","320","","887","887","887","","","GAOMCEMF_06210","","",""
"intA","","Prophage integrase IntA","1","1","1","1","12737","2","319","","1196","1196","1196","","","GAOMCEMF_06211","","",""
"group_9208","","hypothetical protein","1","1","1","1","12738","2","318","","644","644","644","","","GAOMCEMF_06212","","",""
"group_9209","","hypothetical protein","1","1","1","1","12739","2","317","","380","380","380","","","GAOMCEMF_06213","","",""
"group_921","","hypothetical protein","1","1","1","1","482","1976","1","","311","311","311","","","GAOMCEMF_00228","","",""
"group_9210","","hypothetical protein","1","1","1","1","12722","208","1","","404","404","404","","","GAOMCEMF_06217","","",""
"group_9211","","hypothetical protein","1","1","1","1","12752","1978","1","","110","110","110","","","GAOMCEMF_06220","","",""
"group_9212","cutC","Copper homeostasis protein CutC","1","1","1","1","12763","1894","1","","725","725","725","","","GAOMCEMF_06231","","",""
"group_9213","","hypothetical protein","1","1","1","1","12774","1867","1","","248","248","248","","","GAOMCEMF_06239","","",""
"group_9214","","Blue-light-activated histidine kinase 2","1","1","1","1","12857","1968","1","","1076","1076","1076","","","GAOMCEMF_06304","","",""
"group_9215","eis_3","N-acetyltransferase Eis","1","1","1","1","12682","1873","1","","899","899","899","","","GAOMCEMF_06416","","",""
"group_9216","","hypothetical protein","1","1","1","1","12983","1873","2","","770","770","770","","","GAOMCEMF_06417","","",""
"group_9217","uctC","Acetyl-CoA:oxalate CoA-transferase","1","1","1","1","13051","7","17","","1211","1211","1211","","","GAOMCEMF_06461","","",""
"group_9218","","hypothetical protein","1","1","1","1","13043","7","25","","482","482","482","","","GAOMCEMF_06464","","",""
"group_9219","comR_6","HTH-type transcriptional repressor ComR","1","1","1","1","8777","7","7","","614","614","614","","","GAOMCEMF_06472","","",""
"group_9220","nrsF_3","Anti-sigma-F factor NrsF","1","1","1","1","8773","7","2","","635","635","635","","","GAOMCEMF_06476","","",""
"group_9221","","hypothetical protein","1","1","1","1","8769","237","4","","470","470","470","","","GAOMCEMF_06481","","",""
"group_9222","","hypothetical protein","1","1","1","1","8845","1882","1","","551","551","551","","","GAOMCEMF_06521","","",""
"group_9223","","hypothetical protein","1","1","1","1","8754","328","2","","176","176","176","","","GAOMCEMF_06529","","",""
"group_9224","","hypothetical protein","1","1","1","1","8737","5","29","","287","287","287","","","GAOMCEMF_06541","","",""
"group_9225","rfbF","Glucose-1-phosphate cytidylyltransferase","1","1","1","1","8739","5","30","","773","773","773","","","GAOMCEMF_06542","","",""
"group_9226","","hypothetical protein","1","1","1","1","8736","5","32","","1235","1235","1235","","","GAOMCEMF_06544","","",""
"group_9227","","hypothetical protein","1","1","1","1","8881","5","28","","1238","1238","1238","","","GAOMCEMF_06546","","",""
"group_9228","","hypothetical protein","1","1","1","1","8725","5","25","","674","674","674","","","GAOMCEMF_06549","","",""
"group_9229","","hypothetical protein","1","1","1","1","8728","5","22","","302","302","302","","","GAOMCEMF_06551","","",""
"group_9230","","hypothetical protein","1","1","1","1","8727","5","21","","191","191","191","","","GAOMCEMF_06552","","",""
"group_9231","","hypothetical protein","1","1","1","1","8726","5","20","","1247","1247","1247","","","GAOMCEMF_06553","","",""
"group_9232","dapH_4","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","1","1","1","1","8733","5","52","","491","491","491","","","GAOMCEMF_06554","","",""
"chmD","","dTDP-4-oxo-6-deoxy-D-allose reductase","1","1","1","1","8734","5","51","","833","833","833","","","GAOMCEMF_06555","","",""
"group_9234","","hypothetical protein","1","1","1","1","8735","5","50","","653","653","653","","","GAOMCEMF_06556","","",""
"group_9235","","hypothetical protein","1","1","1","1","8720","1870","2","","512","512","512","","","GAOMCEMF_06584","","",""
"group_9236","","hypothetical protein","1","1","1","1","8922","1870","1","","179","179","179","","","GAOMCEMF_06585","","",""
"group_9238","","hypothetical protein","1","1","1","1","8940","1937","1","","128","128","128","","","GAOMCEMF_06603","","",""
"group_9239","","hypothetical protein","1","1","1","1","8979","1950","1","","503","503","503","","","GAOMCEMF_06634","","",""
"group_9241","","hypothetical protein","1","1","1","1","5207","1422","1","","281","281","281","","","","HOKMPMND_00002","",""
"group_9242","","hypothetical protein","1","1","1","1","5208","1422","2","","713","713","713","","","","HOKMPMND_00003","",""
"cobL_1","","Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]","1","1","1","1","5370","1860","2","","692","692","692","","","","HOKMPMND_00028","",""
"group_9244","cobK","Precorrin-6A reductase","1","1","1","1","5374","1860","1","","770","770","770","","","","HOKMPMND_00030","",""
"sir","","Sulfite reductase [ferredoxin]","1","1","1","1","5377","1428","1","","1382","1382","1382","","","","HOKMPMND_00034","",""
"group_9246","cysG_1","Siroheme synthase","1","1","1","1","5381","1428","2","","764","764","764","","","","HOKMPMND_00035","",""
"group_9247","msrA","Peptide methionine sulfoxide reductase MsrA","1","1","1","1","5395","1512","1","","704","704","704","","","","HOKMPMND_00049","",""
"group_9248","","Putative multidrug export ATP-binding/permease protein","1","1","1","1","5408","1454","1","","1820","1820","1820","","","","HOKMPMND_00058","",""
"group_9249","","putative SURF1-like protein","1","1","1","1","5412","1654","1","","779","779","779","","","","HOKMPMND_00062","",""
"group_9252","","hypothetical protein","1","1","1","1","5471","180","1","","356","356","356","","","","HOKMPMND_00110","",""
"group_9253","","hypothetical protein","1","1","1","1","4971","1","729","","341","341","341","","","","HOKMPMND_00121","",""
"group_9254","","hypothetical protein","1","1","1","1","4972","1","730","","989","989","989","","","","HOKMPMND_00122","",""
"group_9255","","hypothetical protein","1","1","1","1","4973","1","731","","137","137","137","","","","HOKMPMND_00123","",""
"group_9256","","hypothetical protein","1","1","1","1","4974","1","732","","557","557","557","","","","HOKMPMND_00124","",""
"group_9257","","hypothetical protein","1","1","1","1","5497","1","737","","260","260","260","","","","HOKMPMND_00129","",""
"group_9258","ves","Protein Ves","1","1","1","1","4958","98","4","","575","575","575","","","","HOKMPMND_00132","",""
"group_9259","dadD","5'-deoxyadenosine deaminase","1","1","1","1","5504","1505","1","","1346","1346","1346","","","","HOKMPMND_00137","",""
"group_9260","","hypothetical protein","1","1","1","1","5722","920","1","","995","995","995","","","","HOKMPMND_00146","",""
"surA_1","","Chaperone SurA","1","1","1","1","5721","920","2","","662","662","662","","","","HOKMPMND_00147","",""
"group_9262","","hypothetical protein","1","1","1","1","5720","920","3","","206","206","206","","","","HOKMPMND_00148","",""
"group_9263","bepA_1","Beta-barrel assembly-enhancing protease","1","1","1","1","4942","91","8","","2276","2276","2276","","","","HOKMPMND_00151","",""
"group_9264","","hypothetical protein","1","1","1","1","4943","91","9","","1010","1010","1010","","","","HOKMPMND_00152","",""
"group_9265","todT_1","Response regulator protein TodT","1","1","1","1","4946","1690","1","","632","632","632","","","","HOKMPMND_00155","",""
"group_9266","","hypothetical protein","1","1","1","1","6663","182","4","","137","137","137","","","","HOKMPMND_00157","",""
"group_9267","","hypothetical protein","1","1","1","1","4940","1577","1","","170","170","170","","","","HOKMPMND_00165","",""
"group_9268","","hypothetical protein","1","1","1","1","6673","346","1","","1424","1424","1424","","","","HOKMPMND_00167","",""
"group_9269","","hypothetical protein","1","1","1","1","6690","1364","1","","353","353","353","","","","HOKMPMND_00175","",""
"group_9270","","hypothetical protein","1","1","1","1","6689","1364","2","","476","476","476","","","","HOKMPMND_00176","",""
"group_9271","","hypothetical protein","1","1","1","1","6688","1364","3","","1208","1208","1208","","","","HOKMPMND_00177","",""
"group_9272","","hypothetical protein","1","1","1","1","6687","1364","4","","764","764","764","","","","HOKMPMND_00178","",""
"group_9273","","hypothetical protein","1","1","1","1","6686","1364","5","","1148","1148","1148","","","","HOKMPMND_00179","",""
"group_9274","","hypothetical protein","1","1","1","1","6685","1364","6","","2894","2894","2894","","","","HOKMPMND_00180","",""
"melA_3","","Alpha-galactosidase","1","1","1","1","6684","1364","7","","500","500","500","","","","HOKMPMND_00181","",""
"group_9276","","hypothetical protein","1","1","1","1","6683","1364","8","","239","239","239","","","","HOKMPMND_00182","",""
"group_9277","","hypothetical protein","1","1","1","1","6695","1364","9","","206","206","206","","","","HOKMPMND_00183","",""
"group_9278","","hypothetical protein","1","1","1","1","6703","1366","2","","605","605","605","","","","HOKMPMND_00188","",""
"group_9279","","hypothetical protein","1","1","1","1","6702","1366","3","","272","272","272","","","","HOKMPMND_00189","",""
"group_928","","hypothetical protein","1","1","1","1","7359","1801","1","","506","506","506","","","","","","ANOIEJPP_06282"
"group_9280","","hypothetical protein","1","1","1","1","6701","1366","4","","215","215","215","","","","HOKMPMND_00190","",""
"group_9281","","hypothetical protein","1","1","1","1","6700","1366","5","","212","212","212","","","","HOKMPMND_00191","",""
"group_9282","","hypothetical protein","1","1","1","1","4934","1366","6","","611","611","611","","","","HOKMPMND_00192","",""
"group_9283","","hypothetical protein","1","1","1","1","4935","1366","7","","206","206","206","","","","HOKMPMND_00193","",""
"group_9284","","hypothetical protein","1","1","1","1","4936","1366","8","","191","191","191","","","","HOKMPMND_00194","",""
"group_9285","","hypothetical protein","1","1","1","1","4937","1366","1","","338","338","338","","","","HOKMPMND_00195","",""
"group_9286","","hypothetical protein","1","1","1","1","4938","1446","1","","242","242","242","","","","HOKMPMND_00197","",""
"group_9287","","hypothetical protein","1","1","1","1","4933","1446","2","","596","596","596","","","","HOKMPMND_00198","",""
"group_9288","","hypothetical protein","1","1","1","1","4927","1394","1","","938","938","938","","","","HOKMPMND_00212","",""
"group_9289","","hypothetical protein","1","1","1","1","4926","1394","3","","518","518","518","","","","HOKMPMND_00213","",""
"group_9290","","L-lactate transporter","1","1","1","1","4921","1394","2","","1214","1214","1214","","","","HOKMPMND_00214","",""
"group_9291","glgX_1","Glycogen operon protein GlgX ","1","1","1","1","4922","1515","1","","2156","2156","2156","","","","HOKMPMND_00216","",""
"group_9292","ligD_1","Multifunctional non-homologous end joining protein LigD","1","1","1","1","4920","1629","1","","878","878","878","","","","HOKMPMND_00218","",""
"group_9293","","hypothetical protein","1","1","1","1","6749","1494","1","","254","254","254","","","","HOKMPMND_00226","",""
"group_9294","","hypothetical protein","1","1","1","1","6755","33","3","","191","191","191","","","","HOKMPMND_00230","",""
"group_9295","cyoE","Protoheme IX farnesyltransferase","1","1","1","1","6756","33","4","","1541","1541","1541","","","","HOKMPMND_00231","",""
"group_9296","","hypothetical protein","1","1","1","1","4919","1378","1","","167","167","167","","","","HOKMPMND_00239","",""
"recD2_1","","ATP-dependent RecD-like DNA helicase","1","1","1","1","4918","1378","2","","2933","2933","2933","","","","HOKMPMND_00240","",""
"group_9298","gcvA_1","Glycine cleavage system transcriptional activator","1","1","1","1","4916","1378","4","","890","890","890","","","","HOKMPMND_00242","",""
"group_9299","cpdA_1","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","1","1","1","1","6798","1541","1","","665","665","665","","","","HOKMPMND_00258","",""
"group_9300","kdpC","Potassium-transporting ATPase KdpC subunit","1","1","1","1","4898","63","2","","569","569","569","","","","HOKMPMND_00269","",""
"group_9301","","hypothetical protein","1","1","1","1","6822","1578","1","","461","461","461","","","","HOKMPMND_00277","",""
"group_9302","","hypothetical protein","1","1","1","1","6834","93","6","","1082","1082","1082","","","","HOKMPMND_00288","",""
"group_9303","fhuB_1","Iron(3+)-hydroxamate import system permease protein FhuB","1","1","1","1","6835","93","7","","1997","1997","1997","","","","HOKMPMND_00289","",""
"group_9304","sigI","putative ECF RNA polymerase sigma factor SigI","1","1","1","1","4893","192","4","","611","611","611","","","","HOKMPMND_00306","",""
"group_9305","gcvA_2","Glycine cleavage system transcriptional activator","1","1","1","1","6874","201","1","","872","872","872","","","","HOKMPMND_00318","",""
"group_9306","","hypothetical protein","1","1","1","1","4886","1625","1","","479","479","479","","","","HOKMPMND_00328","",""
"group_9307","","hypothetical protein","1","1","1","1","6908","3","19","","1328","1328","1328","","","","HOKMPMND_00333","",""
"group_9308","","hypothetical protein","1","1","1","1","6907","3","18","","1676","1676","1676","","","","HOKMPMND_00334","",""
"group_9309","sgrR_1","HTH-type transcriptional regulator SgrR","1","1","1","1","6923","1443","2","","1016","1016","1016","","","","HOKMPMND_00343","",""
"group_931","","hypothetical protein","1","1","1","1","50","1","2929","","266","266","266","","","","HOKMPMND_05539","",""
"group_9310","","hypothetical protein","1","1","1","1","6968","24","3","","845","845","845","","","","HOKMPMND_00364","",""
"group_9314","","hypothetical protein","1","1","1","1","5247","1669","1","","1475","1475","1475","","","","HOKMPMND_00399","",""
"group_9315","rsmA_1","Ribosomal RNA small subunit methyltransferase A","1","1","1","1","5274","1384","1","","632","632","632","","","","HOKMPMND_00424","",""
"dhaAF","","Haloalkane dehalogenase","1","1","1","1","5273","1384","4","","890","890","890","","","","HOKMPMND_00425","",""
"group_9317","","hypothetical protein","1","1","1","1","5277","1384","3","","512","512","512","","","","HOKMPMND_00426","",""
"group_9318","","hypothetical protein","1","1","1","1","5278","1384","2","","1271","1271","1271","","","","HOKMPMND_00427","",""
"group_9319","","hypothetical protein","1","1","1","1","5284","1610","1","","257","257","257","","","","HOKMPMND_00433","",""
"norR","","Anaerobic nitric oxide reductase transcription regulator NorR","1","1","1","1","5217","1414","1","","1607","1607","1607","","","","HOKMPMND_00455","",""
"group_9321","","hypothetical protein","1","1","1","1","5218","1414","2","","1406","1406","1406","","","","HOKMPMND_00456","",""
"group_9322","","hypothetical protein","1","1","1","1","5213","1382","1","","104","104","104","","","","HOKMPMND_00470","",""
"group_9323","msrP_1","Protein-methionine-sulfoxide reductase catalytic subunit MsrP","1","1","1","1","5212","1382","4","","1154","1154","1154","","","","HOKMPMND_00471","",""
"group_9324","","hypothetical protein","1","1","1","1","5327","1382","3","","1352","1352","1352","","","","HOKMPMND_00472","",""
"group_9325","","hypothetical protein","1","1","1","1","5328","1382","2","","311","311","311","","","","HOKMPMND_00473","",""
"group_9326","","hypothetical protein","1","1","1","1","5210","","","","248","248","248","","","","HOKMPMND_00481","",""
"group_9327","","hypothetical protein","1","1","1","1","7440","1016","2","","311","311","311","","","","HOKMPMND_00535","",""
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","1415","1478","1","","1067","1067","1067","","","","HOKMPMND_00598","",""
"group_9329","modA","Molybdate-binding protein ModA","1","1","1","1","1489","1564","1","","791","791","791","","","","HOKMPMND_00600","",""
"group_9330","","hypothetical protein","1","1","1","1","1497","1406","2","","491","491","491","","","","HOKMPMND_00605","",""
"group_9331","","hypothetical protein","1","1","1","1","1498","1406","1","","296","296","296","","","","HOKMPMND_00606","",""
"group_9332","","hypothetical protein","1","1","1","1","1512","1700","1","","569","569","569","","","","HOKMPMND_00616","",""
"group_9333","","hypothetical protein","1","1","1","1","1407","1675","1","","380","380","380","","","","HOKMPMND_00644","",""
"group_9334","hisC_1","Histidinol-phosphate aminotransferase","1","1","1","1","1552","1655","1","","1061","1061","1061","","","","HOKMPMND_00648","",""
"kamA_1","","L-lysine 2,3-aminomutase","1","1","1","1","1586","1475","1","","1052","1052","1052","","","","HOKMPMND_00680","",""
"group_9336","","hypothetical protein","1","1","1","1","1624","18","9","","245","245","245","","","","HOKMPMND_00710","",""
"group_9337","","hypothetical protein","1","1","1","1","1398","18","15","","614","614","614","","","","HOKMPMND_00716","",""
"group_9338","","hypothetical protein","1","1","1","1","1630","18","14","","968","968","968","","","","HOKMPMND_00717","",""
"group_9339","","hypothetical protein","1","1","1","1","1687","1709","1","","530","530","530","","","","HOKMPMND_00743","",""
"group_9340","","hypothetical protein","1","1","1","1","1692","1467","1","","587","587","587","","","","HOKMPMND_00749","",""
"group_9341","","Arylesterase","1","1","1","1","1393","1531","1","","644","644","644","","","","HOKMPMND_00762","",""
"group_9342","","hypothetical protein","1","1","1","1","1718","1621","1","","116","116","116","","","","HOKMPMND_00772","",""
"group_9343","","hypothetical protein","1","1","1","1","1728","25","2","","833","833","833","","","","HOKMPMND_00778","",""
"group_9344","","hypothetical protein","1","1","1","1","1729","25","3","","818","818","818","","","","HOKMPMND_00779","",""
"group_9345","","hypothetical protein","1","1","1","1","1730","25","4","","434","434","434","","","","HOKMPMND_00780","",""
"group_9346","","hypothetical protein","1","1","1","1","1731","25","5","","233","233","233","","","","HOKMPMND_00781","",""
"group_9347","","hypothetical protein","1","1","1","1","1104","1594","1","","707","707","707","","","","HOKMPMND_00797","",""
"group_9348","","hypothetical protein","1","1","1","1","1348","37","5","","323","323","323","","","","HOKMPMND_00810","",""
"group_9349","","hypothetical protein","1","1","1","1","1346","37","3","","491","491","491","","","","HOKMPMND_00813","",""
"group_9350","","hypothetical protein","1","1","1","1","1341","365","1","","251","251","251","","","","HOKMPMND_00818","",""
"group_9351","","hypothetical protein","1","1","1","1","1112","200","1","","497","497","497","","","","HOKMPMND_00835","",""
"group_9352","","IS5 family transposase ISRel13","1","1","1","1","1117","1426","1","","377","377","377","","","","HOKMPMND_00861","",""
"group_9353","","IS5 family transposase ISRel13","1","1","1","1","1118","1426","2","","323","323","323","","","","HOKMPMND_00862","",""
"group_9354","","hypothetical protein","1","1","1","1","1260","58","8","","317","317","317","","","","HOKMPMND_00890","",""
"group_9355","","hypothetical protein","1","1","1","1","1129","1540","1","","389","389","389","","","","HOKMPMND_00913","",""
"group_9356","","hypothetical protein","1","1","1","1","1132","1567","1","","419","419","419","","","","HOKMPMND_00923","",""
"group_9358","","hypothetical protein","1","1","1","1","1180","1620","1","","284","284","284","","","","HOKMPMND_00951","",""
"group_9359","","hypothetical protein","1","1","1","1","2571","1533","1","","812","812","812","","","","HOKMPMND_00988","",""
